trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.99, 'e': 0.15735328210778962}",20,4,25.55300545067758,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.99, 'e': 0.15577974928671173}",25,15,19.341844891626014,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.99, 'e': 0.1542219517938446}",25,11,9.398360810841051,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.99, 'e': 0.15267973227590617}",25,18,12.164700034477057,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.99, 'e': 0.1511529349531471}",25,3,-0.9077040551286708,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
189,False,"{'a': 0.99, 'e': 0.14964140560361563}",30,1,-27.306749198677156,"{0: 26, 1: 1, 2: 0, 3: 1, 4: 1}",1
190,False,"{'a': 0.99, 'e': 0.14814499154757946}",20,0,-5.525610291213795,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
191,False,"{'a': 0.99, 'e': 0.14666354163210368}",20,6,-14.470637522723246,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
192,False,"{'a': 0.99, 'e': 0.14519690621578263}",25,4,8.50416155644994,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 0}",1
193,False,"{'a': 0.99, 'e': 0.1437449371536248}",20,12,12.505617968848167,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.99, 'e': 0.14230748778208857}",25,7,23.737178883970497,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.99, 'e': 0.14088441290426768}",20,1,-3.7368721823855306,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
196,False,"{'a': 0.99, 'e': 0.139475568775225}",20,13,13.595831974676663,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.99, 'e': 0.13808081308747275}",20,11,14.209895273476782,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.99, 'e': 0.136700004956598}",25,2,-3.831632952870977,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
199,False,"{'a': 0.99, 'e': 0.13533300490703204}",20,0,10.870627827569946,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
200,False,"{'a': 0.99, 'e': 0.13397967485796172}",20,7,17.857297912341565,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.99, 'e': 0.1326398781093821}",20,0,23.728356491992315,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
202,False,"{'a': 0.99, 'e': 0.13131347932828827}",25,7,28.96030293658823,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.99, 'e': 0.1300003445350054}",25,14,9.333535024933715,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.99, 'e': 0.12870034108965533}",30,4,39.164491816544036,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.99, 'e': 0.1274133376787588}",30,0,-24.7691318913879,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",1
206,False,"{'a': 0.99, 'e': 0.12613920430197118}",20,10,16.49837835290638,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.99, 'e': 0.12487781225895148}",20,9,11.120435825073798,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.99, 'e': 0.12362903413636196}",20,8,20.215860248732863,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.99, 'e': 0.12239274379499834}",30,13,25.736585602529797,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.99, 'e': 0.12116881635704835}",20,12,15.73322916215305,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.99, 'e': 0.11995712819347787}",25,8,-21.319984071350163,"{0: 14, 1: 1, 2: 0, 3: 2, 4: 0}",1
212,False,"{'a': 0.99, 'e': 0.11875755691154309}",25,7,-13.18923988546489,"{0: 16, 1: 0, 2: 0, 3: 2, 4: 0}",1
213,False,"{'a': 0.99, 'e': 0.11756998134242766}",25,4,20.650548980181494,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.99, 'e': 0.11639428152900338}",25,11,11.834931519482264,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.99, 'e': 0.11523033871371334}",25,12,19.74147087142167,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.99, 'e': 0.1140780353265762}",30,0,35.38030914168994,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
217,False,"{'a': 0.99, 'e': 0.11293725497331045}",25,0,-5.989467070883384,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
218,False,"{'a': 0.99, 'e': 0.11180788242357734}",20,7,24.229824766718124,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.99, 'e': 0.11068980359934157}",25,13,22.051384307128533,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.99, 'e': 0.10958290556334815}",25,16,16.266818275198123,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.99, 'e': 0.10848707650771466}",20,8,21.621967366122,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.99, 'e': 0.10740220574263752}",20,11,4.952445905224532,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.99, 'e': 0.10632818368521114}",20,10,20.483637524885854,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.99, 'e': 0.10526490184835903}",20,0,9.079557044153015,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
225,False,"{'a': 0.99, 'e': 0.10421225282987544}",20,15,12.456188567821501,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.99, 'e': 0.10317013030157669}",25,14,-21.157151610843727,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
227,False,"{'a': 0.99, 'e': 0.10213842899856092}",25,0,-2.5588024749451543,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
228,False,"{'a': 0.99, 'e': 0.10111704470857531}",20,16,6.874622325067171,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.99, 'e': 0.10010587426148955}",20,14,11.835308706183582,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.99, 'e': 0.09910481551887466}",25,10,31.580770403449257,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.99, 'e': 0.0981137673636859}",25,18,12.56900383360631,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.99, 'e': 0.09713262969004904}",25,0,-12.018579791074545,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
233,False,"{'a': 0.99, 'e': 0.09616130339314856}",30,20,14.453594246627677,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.99, 'e': 0.09519969035921708}",25,14,22.71628016762443,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.99, 'e': 0.0942476934556249}",20,13,1.423563337430899,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.99, 'e': 0.09330521652106866}",25,19,11.696591282998343,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.99, 'e': 0.09237216435585796}",25,18,10.360036897609106,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.99, 'e': 0.09144844271229938}",20,11,19.157456821573735,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.99, 'e': 0.0905339582851764}",25,18,6.234680950171126,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.99, 'e': 0.08962861870232462}",20,8,20.73401881336602,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.99, 'e': 0.08873233251530138}",20,12,10.436880987182942,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.99, 'e': 0.08784500919014836}",30,11,2.7718834295866874,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
243,False,"{'a': 0.99, 'e': 0.08696655909824688}",25,10,25.969443391099226,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.99, 'e': 0.0860968935072644}",25,19,13.653572766055843,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.99, 'e': 0.08523592457219176}",20,14,10.466163250702465,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.99, 'e': 0.08438356532646984}",25,18,1.0567531924033156,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.99, 'e': 0.08353972967320515}",25,8,32.00841774840847,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.99, 'e': 0.0827043323764731}",25,16,17.94973297233347,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.99, 'e': 0.08187728905270836}",25,15,-3.320456183622121,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
250,False,"{'a': 0.99, 'e': 0.08105851616218128}",20,8,19.103369201153406,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.99, 'e': 0.08024793100055946}",20,4,30.711997367175908,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.99, 'e': 0.07944545169055386}",30,1,43.11771388157473,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.99, 'e': 0.07865099717364833}",30,11,16.905230823419043,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.99, 'e': 0.07786448720191184}",20,10,16.947253474477037,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.99, 'e': 0.07708584232989273}",25,14,20.848646940497474,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.99, 'e': 0.0763149839065938}",20,10,15.172185765213612,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.99, 'e': 0.07555183406752786}",20,14,11.124646301611826,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.99, 'e': 0.07479631572685258}",25,14,19.548005353046825,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.99, 'e': 0.07404835256958406}",20,10,19.196081212469696,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.99, 'e': 0.07330786904388821}",30,3,42.60899443771683,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.99, 'e': 0.07257479035344933}",20,14,12.796403189261238,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.99, 'e': 0.07184904244991483}",35,8,36.650014621471925,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.99, 'e': 0.07113055202541568}",20,13,15.816965618793263,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.99, 'e': 0.07041924650516153}",30,21,20.055325653044825,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.99, 'e': 0.06971505404010991}",25,16,14.284273103279517,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.99, 'e': 0.06901790349970881}",25,11,23.265962648559153,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.99, 'e': 0.06832772446471172}",20,12,13.631308970160973,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.99, 'e': 0.0676444472200646}",35,23,-20.98318480272767,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
269,False,"{'a': 0.99, 'e': 0.06696800274786396}",20,9,19.494160520729313,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.99, 'e': 0.06629832272038531}",30,8,26.22303652542365,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.99, 'e': 0.06563533949318147}",25,12,22.244592376301544,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.99, 'e': 0.06497898609824965}",20,15,8.620695355839288,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.99, 'e': 0.06432919623726716}",20,8,23.56946331964915,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.99, 'e': 0.06368590427489448}",25,13,-21.291399620104492,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
275,False,"{'a': 0.99, 'e': 0.06304904523214554}",20,3,32.78513324292865,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.99, 'e': 0.06241855477982408}",20,13,15.157086424496407,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.99, 'e': 0.06179436923202584}",25,2,39.17966517989979,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.99, 'e': 0.06117642553970558}",20,9,21.77986556563,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.99, 'e': 0.06056466128430853}",25,9,28.702154303543406,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.99, 'e': 0.05995901467146544}",20,10,10.043812509569655,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.99, 'e': 0.059359424524750785}",20,12,15.848764191108145,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.99, 'e': 0.05876583027950327}",20,14,12.054549608363867,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.99, 'e': 0.05817817197670824}",25,13,20.66350404303121,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.99, 'e': 0.05759639025694116}",20,2,28.122701428254448,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.99, 'e': 0.057020426354371746}",20,5,23.8773871799278,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.99, 'e': 0.05645022209082803}",30,24,11.541362918815913,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.99, 'e': 0.05588571986991975}",20,6,21.73179653984403,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.99, 'e': 0.05532686267122055}",20,9,21.42407357075073,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.99, 'e': 0.05477359404450834}",20,15,4.532257189870698,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.99, 'e': 0.05422585810406326}",30,12,33.64884770561142,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.99, 'e': 0.05368359952302263}",25,19,12.785927916820814,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.99, 'e': 0.0531467635277924}",20,14,9.983307885788088,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.99, 'e': 0.05261529589251448}",20,0,-11.791888092844959,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
294,False,"{'a': 0.99, 'e': 0.05208914293358933}",20,2,19.40235368548752,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.99, 'e': 0.05156825150425344}",25,12,21.496322095280693,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.99, 'e': 0.0510525689892109}",30,22,12.232257914129288,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.99, 'e': 0.050542043299318794}",35,20,29.86333757353645,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.99, 'e': 0.050036622866325604}",25,15,17.76464435700323,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.99, 'e': 0.04953625663766235}",25,12,8.44425272363858,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.99, 'e': 0.04904089407128572}",20,9,18.161037534540124,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.99, 'e': 0.04855048513057287}",25,14,22.947817634556465,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.99, 'e': 0.04806498027926714}",20,10,16.647152469377904,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.99, 'e': 0.047584330476474465}",25,17,16.00248234200724,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.99, 'e': 0.04710848717170972}",20,12,13.220920109832939,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.99, 'e': 0.04663740229999262}",25,19,10.026988699757649,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.99, 'e': 0.046171028276992696}",25,8,30.44892236552179,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.99, 'e': 0.045709317994222766}",25,11,26.25155528788378,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.99, 'e': 0.04525222481428054}",20,12,14.316167679279035,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.99, 'e': 0.04479970256613774}",20,1,27.455206669977088,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.99, 'e': 0.044351705540476356}",30,16,20.022084746208698,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.99, 'e': 0.043908188485071595}",20,4,9.782046132201422,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.99, 'e': 0.04346910660022087}",20,12,16.070841070700567,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.99, 'e': 0.04303441553421867}",20,6,24.716691949480516,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.99, 'e': 0.04260407137887648}",20,14,10.392002006503722,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.99, 'e': 0.04217803066508771}",30,22,17.125275789062957,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.99, 'e': 0.04175625035843684}",25,14,24.333915069805776,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.99, 'e': 0.041338687854852466}",20,14,10.75997628036842,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.99, 'e': 0.040925300976303945}",25,18,10.90848187335127,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.99, 'e': 0.0405160479665409}",20,14,10.187599962988811,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.99, 'e': 0.040110887486875496}",20,13,13.26967016878239,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.99, 'e': 0.03970977861200674}",20,13,10.458704756559364,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.99, 'e': 0.039312680825886674}",25,7,28.61659889870022,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.99, 'e': 0.038919554017627804}",20,14,11.972847161980372,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.99, 'e': 0.03853035847745152}",25,14,23.155648360203926,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.99, 'e': 0.03814505489267701}",25,7,31.82685083984179,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.99, 'e': 0.03776360434375024}",25,15,20.000287733580716,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.99, 'e': 0.03738596830031274}",20,14,9.7985894564398,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.99, 'e': 0.03701210861730961}",20,3,32.50002048715948,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.99, 'e': 0.03664198753113651}",25,12,25.651132996826874,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.99, 'e': 0.036275567655825146}",30,16,25.504279324284933,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.99, 'e': 0.03591281197926689}",30,20,20.608663266477713,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.99, 'e': 0.035553683859474224}",20,3,15.115702143543956,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.99, 'e': 0.035198147020879485}",35,21,21.14636709968768,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.99, 'e': 0.03484616555067069}",25,15,6.469155182079746,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.99, 'e': 0.03449770389516398}",30,17,20.853485229321873,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.99, 'e': 0.03415272685621234}",20,12,15.048893099413004,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.99, 'e': 0.03381119958765022}",30,16,24.271480432460372,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.99, 'e': 0.03347308759177372}",30,20,15.349907241302986,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.99, 'e': 0.03313835671585598}",20,15,11.111771534884745,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.99, 'e': 0.03280697314869742}",30,20,20.072318624756555,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.99, 'e': 0.03247890341721044}",20,6,25.76369093619429,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.99, 'e': 0.03215411438303834}",25,17,15.668915858770367,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.99, 'e': 0.031832573239207955}",25,12,21.67289415188674,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.99, 'e': 0.031514247506815876}",25,11,26.184339584177064,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.99, 'e': 0.031199105031747717}",30,16,26.896780194492834,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.99, 'e': 0.03088711398143024}",30,16,28.75485438818561,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.99, 'e': 0.030578242841615935}",30,14,32.56380256076072,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.99, 'e': 0.030272460413199778}",30,13,28.396986114758615,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.99, 'e': 0.02996973580906778}",25,15,17.423276438984992,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.99, 'e': 0.029670038450977102}",35,17,34.552989996973416,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.99, 'e': 0.02937333806646733}",20,9,20.65669214122586,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.99, 'e': 0.029079604685802656}",20,10,22.691699185603408,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.99, 'e': 0.02878880863894463}",20,13,13.698705132515677,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.99, 'e': 0.02850092055255518}",25,13,24.479971041842653,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.99, 'e': 0.02821591134702963}",20,15,8.738130162458358,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.99, 'e': 0.027933752233559334}",20,13,11.916005341126375,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.99, 'e': 0.027654414711223742}",30,20,20.195270618650767,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.99, 'e': 0.027377870564111503}",20,14,12.263295196268407,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.99, 'e': 0.02710409185847039}",25,15,17.654156917149333,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.99, 'e': 0.026833050939885684}",20,9,13.958026960821147,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.99, 'e': 0.026564720430486827}",25,19,9.587532591688195,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.99, 'e': 0.026299073226181958}",20,3,16.377875848999995,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
363,False,"{'a': 0.99, 'e': 0.026036082493920136}",30,19,20.8916201364368,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.99, 'e': 0.025775721668980935}",25,9,31.118808935452734,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.99, 'e': 0.025517964452291125}",20,14,-0.1414914882699323,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
366,False,"{'a': 0.99, 'e': 0.025262784807768213}",20,6,24.0069371026749,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.99, 'e': 0.025010156959690534}",25,20,9.358427231504084,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.99, 'e': 0.024760055390093627}",20,8,22.28530729971892,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
